customer_id,age,income,region,risk_score,risk_band
101430,60,7707.38,PE,0.2071,LOW
101431,44,2097.09,RJ,0.241,LOW
101432,30,5512.91,SP,0.2547,LOW
101433,29,7548.82,PR,0.1755,LOW
101434,49,4360.71,RJ,0.5631,MEDIUM
101435,36,5469.63,PR,0.0122,LOW
101436,26,9779.79,RJ,0.4085,MEDIUM
101437,42,10700.92,BA,0.4866,MEDIUM
101438,53,4076.91,PE,0.5732,MEDIUM
101439,36,3252.89,SP,0.5602,MEDIUM
101440,68,2700.65,MG,0.6866,HIGH
101441,59,6712.87,RS,0.6914,HIGH
101442,46,2174.14,SP,0.6115,MEDIUM
101443,67,3720.47,BA,0.4919,MEDIUM
101444,42,4412.21,PR,0.5684,MEDIUM
101445,27,3299.08,SP,0.1166,LOW
101446,22,4803.76,BA,0.2849,LOW
101447,67,14383.06,MG,0.4099,MEDIUM
101448,68,3961.87,SP,0.6009,MEDIUM
101449,57,3407.88,SP,0.1605,LOW
101450,26,6837.65,RS,0.6204,MEDIUM
101451,35,4711.87,PE,0.2056,LOW
101452,23,8380.99,RJ,0.1526,LOW
101453,23,4545.49,SP,0.5436,MEDIUM
101454,33,3727.89,SP,0.6336,MEDIUM
101455,49,1784.07,SC,0.3854,MEDIUM
101456,24,1930.18,RJ,0.4229,MEDIUM
101457,70,1740.11,MG,0.2512,LOW
101458,43,5038.8,RJ,0.7441,HIGH
101459,34,2184.1,MG,0.3673,MEDIUM
101460,46,7673.41,SC,0.7317,HIGH
101461,60,4261.42,PR,0.1253,LOW
101462,36,3735.47,SP,0.5763,MEDIUM
101463,23,2801.16,MG,0.6147,MEDIUM
101464,23,5661.95,MG,0.4355,MEDIUM
101465,63,2854.58,PR,0.1436,LOW
101466,26,2617.19,SP,0.3594,MEDIUM
101467,52,7429.75,SP,0.6035,MEDIUM
101468,40,4979.37,PR,0.3047,LOW
101469,59,3752.11,SP,0.2133,LOW
101470,24,5714.3,PR,0.3721,MEDIUM
101471,65,4218.05,RJ,0.6437,MEDIUM
101472,55,5047.69,SP,0.1146,LOW
101473,43,2837.71,SC,0.2414,LOW
101474,31,11346.12,RJ,0.5054,MEDIUM
101475,69,3179.95,SP,0.211,LOW
101476,36,8863.77,BA,0.426,MEDIUM
101477,45,3835.99,MG,0.8933,HIGH
101478,40,6187.25,PE,0.9377,HIGH
101479,32,5974.57,SP,0.5179,MEDIUM
101480,41,7283.22,BA,0.3998,MEDIUM
101481,28,2805.51,BA,0.7221,HIGH
101482,21,7038.46,SP,0.3813,MEDIUM
101483,35,10189.68,PR,0.4807,MEDIUM
101484,26,3709.55,SC,0.033,LOW
101485,41,4270.55,MG,0.7434,HIGH
101486,64,3266.86,RJ,0.2895,LOW
101487,29,3556.56,PE,0.7089,HIGH
101488,21,9550.25,SC,0.2113,LOW
101489,26,2593.61,PE,0.3225,LOW
101490,46,2672.11,BA,0.3045,LOW
101491,34,9100.39,BA,0.2097,LOW
101492,45,5668.18,RS,0.3878,MEDIUM
101493,22,11621.56,SC,0.679,HIGH
101494,37,3383.38,PE,0.0899,LOW
101495,41,4462.46,PR,0.3461,LOW
101496,42,3058.61,SP,0.5244,MEDIUM
101497,48,4499.06,PR,0.4137,MEDIUM
101498,60,1792.33,SP,0.3376,LOW
101499,44,5834.93,PE,0.5345,MEDIUM
101500,63,4905.48,SC,0.2349,LOW
101501,47,4085.56,PR,0.1237,LOW
101502,34,3482.36,SP,0.7775,HIGH
101503,32,2733.55,MG,0.5382,MEDIUM
101504,37,5955.93,RJ,0.0902,LOW
101505,50,2393.99,SC,0.1761,LOW
101506,33,5369.82,PR,0.3873,MEDIUM
101507,66,11368.21,MG,0.4224,MEDIUM
101508,44,8568.86,SP,0.1055,LOW
101509,64,2039.33,MG,0.7005,HIGH
101510,55,3246.09,MG,0.1477,LOW
101511,37,5141.69,BA,0.1096,LOW
101512,32,4060.67,PE,0.2989,LOW
101513,58,2145.49,RS,0.3314,LOW
101514,37,5053.27,RJ,0.6216,MEDIUM
101515,33,4179.85,SP,0.5496,MEDIUM
101516,67,10527.18,PE,0.6114,MEDIUM
101517,45,3719.3,PE,0.3634,MEDIUM
101518,23,7357.54,SP,0.414,MEDIUM
101519,45,2286.18,SC,0.4152,MEDIUM
101520,44,2564.18,MG,0.3422,LOW
101521,64,5938.65,SP,0.2141,LOW
101522,56,7065.86,PE,0.0506,LOW
101523,30,2652.59,PE,0.7107,HIGH
101524,28,4248.82,PE,0.1802,LOW
101525,51,2163.93,SP,0.4101,MEDIUM
101526,23,3850.1,MG,0.4056,MEDIUM
101527,36,6276.47,PE,0.41,MEDIUM
101528,27,3408.61,SC,0.2927,LOW
101529,22,3726.79,MG,0.5183,MEDIUM
101530,66,2441.92,MG,0.7048,HIGH
101531,25,3076.75,SP,0.5695,MEDIUM
101532,21,9766.69,PR,0.5606,MEDIUM
101533,67,4349.62,BA,0.1267,LOW
101534,30,2596.01,SP,0.7421,HIGH
101535,61,3611.03,SP,0.4668,MEDIUM
101536,22,1950.96,MG,0.6298,MEDIUM
101537,28,2581.29,PR,0.3454,LOW
101538,26,8069.15,RJ,0.9153,HIGH
101539,56,3922.36,SP,0.4928,MEDIUM
101540,52,10408.63,RS,0.2205,LOW
101541,44,4012.11,SP,0.1444,LOW
101542,33,4128.09,SC,0.0892,LOW
101543,25,5712.83,PR,0.5301,MEDIUM
101544,49,1400.0,MG,0.346,LOW
101545,32,4634.16,PR,0.6191,MEDIUM
101546,50,4102.4,SC,0.642,MEDIUM
101547,55,8570.99,PR,0.3222,LOW
101548,63,6673.41,PR,0.1393,LOW
101549,45,2437.35,MG,0.7354,HIGH
101550,21,7624.08,MG,0.3248,LOW
101551,35,3703.11,MG,0.6005,MEDIUM
101552,63,2720.86,MG,0.2528,LOW
101553,47,4616.76,MG,0.1351,LOW
101554,51,3810.48,SP,0.4524,MEDIUM
101555,43,8789.41,RS,0.3815,MEDIUM
101556,29,4946.02,SP,0.4672,MEDIUM
101557,65,4635.76,PE,0.2233,LOW
101558,59,6471.42,PR,0.3172,LOW
101559,70,7096.93,SP,0.7799,HIGH
101560,63,6117.88,SC,0.7562,HIGH
101561,35,8301.42,RJ,0.3806,MEDIUM
101562,33,5625.18,PE,0.1091,LOW
101563,33,4551.96,PE,0.3292,LOW
101564,66,7613.23,BA,0.4936,MEDIUM
101565,48,4020.69,PR,0.6276,MEDIUM
101566,43,4267.56,PE,0.3704,MEDIUM
101567,69,9596.91,SC,0.4989,MEDIUM
101568,51,9148.67,BA,0.3166,LOW
101569,66,4183.55,SP,0.2511,LOW
101570,70,3378.32,PE,0.66,HIGH
101571,24,8477.43,SC,0.9592,HIGH
101572,39,6167.45,RJ,0.7768,HIGH
101573,57,4886.93,PE,0.3753,MEDIUM
101574,61,3598.75,SC,0.5371,MEDIUM
101575,28,4924.87,PE,0.1251,LOW
101576,36,4156.46,SP,0.3382,LOW
101577,48,3053.24,PR,0.2639,LOW
101578,60,4468.38,RS,0.5425,MEDIUM
101579,26,4770.68,SP,0.2775,LOW
101580,51,3507.47,RS,0.3555,MEDIUM
101581,35,6481.3,SC,0.4442,MEDIUM
101582,31,7796.88,SP,0.1173,LOW
101583,46,6690.14,SC,0.3625,MEDIUM
101584,41,3678.43,SP,0.187,LOW
101585,52,6036.83,BA,0.3603,MEDIUM
101586,36,4360.15,BA,0.6084,MEDIUM
101587,62,2320.83,MG,0.2874,LOW
101588,24,5800.79,MG,0.4642,MEDIUM
101589,64,4505.18,RJ,0.3085,LOW
101590,22,14584.91,RJ,0.1071,LOW
101591,57,8453.45,BA,0.4166,MEDIUM
101592,38,5908.76,RJ,0.2592,LOW
101593,40,4733.6,RJ,0.1855,LOW
101594,21,4543.38,SP,0.1448,LOW
101595,56,2594.29,SC,0.4366,MEDIUM
101596,29,1822.79,BA,0.7597,HIGH
101597,53,2762.83,SP,0.7987,HIGH
101598,57,4104.9,SP,0.2734,LOW
101599,63,1528.71,SP,0.1933,LOW
101600,56,3234.29,SP,0.5391,MEDIUM
101601,36,3729.34,RJ,0.4742,MEDIUM
101602,57,3787.4,RS,0.4534,MEDIUM
101603,62,3057.07,PR,0.7247,HIGH
101604,36,3564.98,SP,0.6499,MEDIUM
101605,27,9607.59,PR,0.3982,MEDIUM
101606,65,5771.4,BA,0.3746,MEDIUM
101607,28,3209.58,RJ,0.2905,LOW
101608,50,4064.45,SP,0.214,LOW
101609,32,4143.31,RS,0.7973,HIGH
101610,27,2905.09,SP,0.4641,MEDIUM
101611,59,2903.46,BA,0.3845,MEDIUM
101612,28,6821.89,BA,0.4096,MEDIUM
101613,54,3433.53,PE,0.5129,MEDIUM
101614,55,2483.4,SP,0.3581,MEDIUM
101615,24,4113.92,SP,0.2214,LOW
101616,29,4444.77,BA,0.1155,LOW
101617,60,1629.36,MG,0.288,LOW
101618,46,4118.65,RJ,0.2393,LOW
101619,27,6370.74,PR,0.5032,MEDIUM
101620,70,5215.71,SP,0.4441,MEDIUM
101621,34,12248.29,SC,0.7954,HIGH
101622,21,7656.98,PE,0.6045,MEDIUM
101623,67,8419.69,SC,0.2539,LOW
101624,21,16104.94,MG,0.5616,MEDIUM
101625,48,6043.6,PE,0.6603,HIGH
101626,70,4541.96,SC,0.4619,MEDIUM
101627,49,6702.5,SP,0.4452,MEDIUM
101628,50,3211.22,SC,0.3587,MEDIUM
101629,40,4422.8,SP,0.2071,LOW
101630,27,3077.68,RJ,0.1329,LOW
101631,49,5084.1,PR,0.244,LOW
101632,65,3071.51,SP,0.1871,LOW
101633,25,3020.31,SP,0.1797,LOW
101634,65,5122.03,PR,0.2131,LOW
101635,41,3931.35,SP,0.2338,LOW
101636,47,1665.08,PR,0.0464,LOW
101637,29,2088.44,SP,0.2671,LOW
101638,52,2421.52,SC,0.291,LOW
101639,30,2749.06,PE,0.2823,LOW
101640,34,5124.37,SP,0.6445,MEDIUM
101641,57,4665.41,RS,0.2681,LOW
101642,23,7003.56,SP,0.5908,MEDIUM
101643,43,6028.09,RJ,0.1604,LOW
101644,50,7025.86,RJ,0.5443,MEDIUM
101645,27,5624.4,SP,0.6279,MEDIUM
101646,35,4644.72,SP,0.0962,LOW
101647,38,7119.04,RS,0.512,MEDIUM
101648,54,6529.97,BA,0.3544,MEDIUM
101649,69,5030.96,PE,0.6146,MEDIUM
101650,62,7730.7,PE,0.5225,MEDIUM
101651,30,1400.0,MG,0.6373,MEDIUM
101652,21,3653.41,SP,0.6506,HIGH
101653,23,3626.63,SP,0.3462,LOW
101654,50,7303.64,PR,0.3695,MEDIUM
101655,28,8929.44,BA,0.1119,LOW
101656,32,2093.84,SP,0.3811,MEDIUM
101657,63,8268.43,SP,0.6955,HIGH
101658,64,2393.58,MG,0.6957,HIGH
101659,62,2428.57,PE,0.4177,MEDIUM
101660,33,3753.27,MG,0.8112,HIGH
101661,51,3605.09,RS,0.4806,MEDIUM
101662,51,1987.83,MG,0.2392,LOW
101663,30,5737.51,RJ,0.2076,LOW
101664,48,5819.4,MG,0.6973,HIGH
101665,47,6965.88,RS,0.0988,LOW
101666,40,3411.07,RS,0.6462,MEDIUM
101667,58,4120.95,MG,0.4852,MEDIUM
101668,54,4139.1,SP,0.2603,LOW
101669,47,9443.46,SP,0.9397,HIGH
101670,57,1400.0,SP,0.4381,MEDIUM
101671,59,2653.16,SP,0.3244,LOW
101672,49,4211.19,SP,0.377,MEDIUM
101673,34,2494.31,SC,0.5257,MEDIUM
101674,58,3710.22,BA,0.7284,HIGH
101675,56,3953.37,RS,0.1841,LOW
101676,70,3063.0,RS,0.3977,MEDIUM
101677,28,4332.0,PE,0.465,MEDIUM
101678,41,5677.98,PE,0.1945,LOW
101679,67,3749.7,SP,0.4915,MEDIUM
101680,46,3378.9,SP,0.2984,LOW
101681,68,3878.77,SP,0.2283,LOW
101682,21,4185.04,PE,0.71,HIGH
101683,22,1821.63,SP,0.6263,MEDIUM
101684,60,5241.62,RJ,0.3875,MEDIUM
101685,38,3382.46,PR,0.2412,LOW
101686,47,7695.39,PR,0.3874,MEDIUM
101687,42,5577.78,PR,0.0726,LOW
101688,41,7364.83,RS,0.7112,HIGH
101689,67,2585.2,PR,0.2056,LOW
101690,25,3514.22,BA,0.3444,LOW
101691,59,2313.37,SP,0.4227,MEDIUM
101692,65,2993.95,BA,0.8375,HIGH
101693,53,7660.64,PR,0.51,MEDIUM
101694,40,8576.96,SP,0.5352,MEDIUM
101695,29,2420.52,PE,0.7297,HIGH
101696,55,3370.67,PE,0.3485,LOW
101697,44,4049.16,BA,0.4889,MEDIUM
101698,28,5563.21,PE,0.3282,LOW
101699,38,1804.67,RJ,0.369,MEDIUM
101700,69,1945.74,SP,0.4585,MEDIUM
101701,34,5312.73,SP,0.3231,LOW
101702,29,1647.97,BA,0.4346,MEDIUM
101703,55,3389.29,BA,0.413,MEDIUM
101704,30,4539.83,PE,0.4505,MEDIUM
101705,66,5127.43,BA,0.2694,LOW
101706,63,3923.8,SC,0.2272,LOW
101707,70,3523.73,SP,0.2374,LOW
101708,66,6299.55,SP,0.1202,LOW
101709,33,4816.19,MG,0.386,MEDIUM
101710,31,3078.73,RS,0.3245,LOW
101711,38,4276.74,SP,0.2179,LOW
101712,44,5048.07,PE,0.2377,LOW
101713,64,9581.54,SC,0.33,LOW
101714,57,6125.86,RJ,0.4813,MEDIUM
101715,53,7523.8,PE,0.2179,LOW
101716,64,3133.01,PR,0.3918,MEDIUM
101717,53,3265.71,RS,0.466,MEDIUM
101718,39,3751.3,RJ,0.3599,MEDIUM
101719,41,3920.31,RJ,0.5648,MEDIUM
101720,46,2588.9,SP,0.7377,HIGH
101721,25,7711.65,PR,0.1279,LOW
101722,58,6417.92,RS,0.7669,HIGH
101723,53,3626.83,PE,0.2647,LOW
101724,57,5715.06,PE,0.4319,MEDIUM
101725,47,4674.28,SP,0.1401,LOW
101726,60,5933.43,PE,0.2595,LOW
101727,68,2202.99,SP,0.5685,MEDIUM
101728,49,3916.38,SP,0.5508,MEDIUM
101729,43,4084.61,RS,0.4088,MEDIUM
101730,26,5665.71,PE,0.1833,LOW
101731,59,3106.31,PE,0.4555,MEDIUM
101732,66,1400.0,BA,0.8589,HIGH
101733,55,2498.95,SP,0.3508,MEDIUM
101734,64,4078.71,SP,0.4062,MEDIUM
101735,64,4330.79,SP,0.64,MEDIUM
101736,60,9424.23,PR,0.1865,LOW
101737,46,5555.58,MG,0.733,HIGH
101738,25,4367.62,SP,0.3419,LOW
101739,21,4135.2,MG,0.0771,LOW
101740,31,7135.57,PR,0.4233,MEDIUM
101741,42,3163.98,RS,0.56,MEDIUM
101742,58,3926.5,RJ,0.5072,MEDIUM
101743,43,2489.9,RJ,0.8132,HIGH
101744,22,8299.2,SC,0.6757,HIGH
101745,31,5070.73,SC,0.5556,MEDIUM
101746,69,2990.6,SP,0.4683,MEDIUM
101747,70,3975.48,SP,0.2348,LOW
101748,39,5364.04,PE,0.5953,MEDIUM
101749,61,3723.78,RS,0.581,MEDIUM
101750,56,3249.62,SP,0.2459,LOW
101751,67,3068.02,PR,0.0762,LOW
101752,65,4942.08,PR,0.5443,MEDIUM
101753,52,3536.79,SP,0.4135,MEDIUM
101754,40,3377.99,SP,0.6605,HIGH
101755,52,2211.73,PE,0.7562,HIGH
101756,36,4359.48,MG,0.3167,LOW
101757,38,3850.09,SP,0.2674,LOW
101758,51,3599.13,BA,0.2939,LOW
101759,49,4620.46,MG,0.541,MEDIUM
101760,50,6014.21,SC,0.3623,MEDIUM
101761,40,5881.64,SP,0.2081,LOW
101762,41,5476.11,SP,0.2264,LOW
101763,21,3741.79,SP,0.1844,LOW
101764,51,3199.28,PE,0.7633,HIGH
101765,49,2544.68,PR,0.818,HIGH
101766,67,3159.36,BA,0.2855,LOW
101767,46,4239.8,SP,0.5749,MEDIUM
101768,44,2879.65,RS,0.1829,LOW
101769,24,4398.18,MG,0.4576,MEDIUM
101770,30,2642.34,SC,0.5445,MEDIUM
101771,37,1892.33,RJ,0.6282,MEDIUM
101772,39,6223.92,PR,0.4445,MEDIUM
101773,39,3344.66,SP,0.2566,LOW
101774,40,2810.35,SP,0.6898,HIGH
101775,59,2484.42,BA,0.1695,LOW
101776,27,5145.6,SP,0.5239,MEDIUM
101777,37,8125.77,SP,0.88,HIGH
101778,29,3461.18,PE,0.2675,LOW
101779,36,3787.15,SP,0.5182,MEDIUM
101780,55,7024.95,PR,0.4481,MEDIUM
101781,23,1761.33,BA,0.5449,MEDIUM
101782,37,10796.06,RS,0.5046,MEDIUM
101783,22,13575.31,SP,0.5632,MEDIUM
101784,68,1400.0,PR,0.4108,MEDIUM
101785,57,4007.96,PR,0.4757,MEDIUM
101786,33,2974.24,RJ,0.6225,MEDIUM
101787,30,3698.75,RS,0.8773,HIGH
101788,25,3435.83,PE,0.5405,MEDIUM
101789,44,6201.11,SP,0.297,LOW
101790,58,3979.08,SP,0.3815,MEDIUM
101791,50,2712.44,RS,0.4803,MEDIUM
101792,65,3866.83,MG,0.3798,MEDIUM
101793,38,5377.27,BA,0.1434,LOW
101794,34,2379.52,SP,0.3347,LOW
101795,44,1905.78,SP,0.358,MEDIUM
101796,31,10930.98,SC,0.2019,LOW
101797,69,3085.52,PE,0.2694,LOW
101798,30,3932.03,SP,0.0466,LOW
101799,44,3469.96,BA,0.3335,LOW
101800,47,5463.92,RJ,0.4053,MEDIUM
101801,23,9835.75,SP,0.2889,LOW
101802,44,5548.08,MG,0.3501,MEDIUM
101803,43,2026.42,SP,0.8664,HIGH
101804,33,2161.29,SC,0.5089,MEDIUM
101805,27,3468.01,SP,0.4278,MEDIUM
101806,23,3692.61,MG,0.4605,MEDIUM
101807,21,1837.76,SP,0.363,MEDIUM
101808,45,6223.72,BA,0.3517,MEDIUM
101809,25,2493.41,PE,0.297,LOW
101810,68,8600.92,RJ,0.2337,LOW
101811,33,10064.24,MG,0.6155,MEDIUM
101812,53,3728.19,PE,0.2055,LOW
101813,54,5185.11,SP,0.5316,MEDIUM
101814,45,2325.07,BA,0.0623,LOW
101815,65,5665.81,PR,0.297,LOW
101816,26,3306.7,PE,0.4696,MEDIUM
101817,32,2492.31,SP,0.5423,MEDIUM
101818,33,3655.39,SP,0.1607,LOW
101819,27,3358.6,RJ,0.3371,LOW
101820,35,3593.07,SP,0.5854,MEDIUM
101821,36,6625.53,SP,0.1555,LOW
101822,59,2881.0,PE,0.2034,LOW
101823,36,9659.05,SP,0.2506,LOW
101824,64,2223.44,SP,0.4966,MEDIUM
101825,59,9120.19,SP,0.4474,MEDIUM
101826,66,2578.38,RJ,0.4626,MEDIUM
101827,26,4197.96,PR,0.1672,LOW
101828,70,3319.42,SP,0.1061,LOW
101829,51,3561.19,BA,0.7589,HIGH
101830,70,6170.23,BA,0.2561,LOW
101831,38,8627.9,SP,0.1022,LOW
101832,68,7437.51,BA,0.2833,LOW
101833,50,3458.22,RJ,0.5512,MEDIUM
101834,24,4588.38,MG,0.6575,HIGH
101835,41,2885.47,PE,0.6478,MEDIUM
101836,27,2609.45,PE,0.2087,LOW
101837,68,2422.65,RJ,0.5575,MEDIUM
101838,36,3404.33,MG,0.115,LOW
101839,32,4734.59,SP,0.108,LOW
101840,48,1677.68,MG,0.4741,MEDIUM
101841,42,4107.58,SC,0.4265,MEDIUM
101842,25,8695.25,SP,0.6913,HIGH
101843,61,7196.55,PE,0.1674,LOW
101844,63,3171.47,RS,0.7296,HIGH
101845,58,2148.1,SP,0.5921,MEDIUM
101846,51,5237.28,BA,0.6189,MEDIUM
101847,41,1400.0,RS,0.1687,LOW
101848,48,7156.05,RJ,0.5607,MEDIUM
101849,47,3790.74,MG,0.6925,HIGH
101850,29,10115.9,BA,0.2865,LOW
101851,25,1833.34,PE,0.8029,HIGH
101852,33,6526.0,SP,0.1941,LOW
101853,43,4002.18,SC,0.1749,LOW
101854,29,3582.93,BA,0.1997,LOW
101855,26,2176.16,PE,0.104,LOW
101856,63,5590.36,SP,0.6982,HIGH
101857,39,5810.29,MG,0.124,LOW
101858,50,9894.17,BA,0.2637,LOW
101859,47,6813.79,SP,0.1753,LOW
101860,57,3158.24,MG,0.6667,HIGH
101861,57,2594.08,PR,0.5183,MEDIUM
101862,35,2177.57,MG,0.2509,LOW
101863,63,8518.43,RS,0.2693,LOW
101864,39,2890.88,SP,0.6536,HIGH
101865,62,8547.12,RS,0.377,MEDIUM
101866,41,5403.89,SP,0.2837,LOW
101867,26,4920.64,BA,0.7618,HIGH
101868,59,3624.76,RJ,0.0865,LOW
101869,22,5767.32,SP,0.1443,LOW
101870,59,4168.93,PE,0.1934,LOW
101871,23,3517.89,RS,0.2198,LOW
101872,31,5865.96,RJ,0.2392,LOW
101873,51,3919.55,SP,0.3548,MEDIUM
101874,68,2863.04,PR,0.6239,MEDIUM
101875,41,5601.31,PE,0.4473,MEDIUM
101876,27,4072.97,SP,0.1205,LOW
101877,32,5310.9,PE,0.3997,MEDIUM
101878,65,3377.82,RJ,0.1805,LOW
101879,57,2350.68,SC,0.2169,LOW
101880,26,9659.29,RJ,0.6807,HIGH
101881,40,8823.85,SP,0.4969,MEDIUM
101882,34,6419.25,PE,0.7613,HIGH
101883,29,3486.63,SP,0.3378,LOW
101884,63,3636.17,PE,0.0847,LOW
101885,51,8154.76,SP,0.1548,LOW
101886,29,3543.96,SP,0.7161,HIGH
101887,53,3100.17,PE,0.5852,MEDIUM
101888,41,10316.63,SC,0.5277,MEDIUM
101889,24,4104.97,SP,0.6798,HIGH
101890,43,9815.17,PR,0.4999,MEDIUM
101891,30,2146.54,SP,0.3763,MEDIUM
101892,33,5386.06,BA,0.3868,MEDIUM
101893,64,11349.85,SP,0.1249,LOW
101894,56,4260.41,MG,0.6329,MEDIUM
101895,27,3700.11,SP,0.2404,LOW
101896,63,2397.83,SC,0.0321,LOW
101897,49,7061.16,PE,0.3472,LOW
101898,64,2902.07,BA,0.435,MEDIUM
101899,58,4013.15,RJ,0.4334,MEDIUM
101900,37,2322.22,SP,0.8285,HIGH
101901,47,8867.51,SP,0.5482,MEDIUM
101902,47,7311.36,BA,0.6251,MEDIUM
101903,56,4136.81,SP,0.7587,HIGH
101904,33,2413.54,PR,0.2984,LOW
101905,37,8778.63,RJ,0.6576,HIGH
101906,33,3523.44,PE,0.2418,LOW
101907,35,2470.91,MG,0.2237,LOW
101908,29,1802.67,PR,0.4849,MEDIUM
101909,22,3080.28,PE,0.3957,MEDIUM
101910,68,2089.36,PE,0.7449,HIGH
101911,24,3114.69,PR,0.2817,LOW
101912,65,6003.85,BA,0.2701,LOW
101913,21,3507.46,SC,0.3303,LOW
101914,59,4981.93,MG,0.0801,LOW
101915,37,2967.99,SP,0.1,LOW
101916,46,4333.46,RS,0.3969,MEDIUM
101917,35,10560.46,SC,0.7848,HIGH
101918,45,3553.07,SP,0.1554,LOW
101919,43,5051.12,SP,0.4411,MEDIUM
101920,47,1981.06,RS,0.74,HIGH
101921,40,8712.3,SP,0.2243,LOW
101922,47,3340.18,SC,0.248,LOW
101923,62,6954.16,RS,0.6206,MEDIUM
101924,42,3958.87,RJ,0.4432,MEDIUM
101925,39,5633.0,SP,0.2104,LOW
101926,27,5796.01,RJ,0.3866,MEDIUM
101927,38,3380.13,RJ,0.5136,MEDIUM
101928,27,7093.65,PR,0.7131,HIGH
101929,30,2917.63,RS,0.3297,LOW
101930,68,6101.25,BA,0.1943,LOW
101931,25,3482.62,SP,0.4869,MEDIUM
101932,45,4967.28,RS,0.7647,HIGH
101933,62,3364.66,RJ,0.5738,MEDIUM
101934,68,4301.97,BA,0.5144,MEDIUM
101935,28,2507.36,SP,0.0912,LOW
101936,29,4729.94,PR,0.2757,LOW
101937,39,4290.03,PR,0.2278,LOW
101938,48,3240.77,RJ,0.4257,MEDIUM
101939,68,4090.52,PE,0.6913,HIGH
101940,31,4479.03,SP,0.5406,MEDIUM
101941,29,3124.37,SP,0.6169,MEDIUM
101942,33,3948.28,SC,0.6507,HIGH
101943,64,2591.97,MG,0.7616,HIGH
101944,22,12949.23,SP,0.1891,LOW
101945,40,6982.88,RJ,0.2879,LOW
101946,26,4788.27,SP,0.4393,MEDIUM
101947,28,7372.07,BA,0.3201,LOW
101948,66,1624.25,PR,0.4773,MEDIUM
101949,21,1400.0,SP,0.4398,MEDIUM
101950,37,3467.47,RJ,0.3964,MEDIUM
101951,66,2167.07,PE,0.2348,LOW
101952,51,3749.09,PE,0.1235,LOW
101953,24,4635.76,SP,0.2466,LOW
101954,44,6533.11,SC,0.2213,LOW
101955,69,2432.01,SP,0.2823,LOW
101956,41,5088.11,SP,0.3337,LOW
101957,47,4229.11,BA,0.3662,MEDIUM
101958,47,4962.4,PE,0.1866,LOW
101959,54,3272.63,SP,0.337,LOW
101960,30,8157.92,BA,0.4573,MEDIUM
101961,62,3996.43,RS,0.33,LOW
101962,70,9842.33,RS,0.397,MEDIUM
101963,28,2873.98,BA,0.6036,MEDIUM
101964,61,5999.29,MG,0.6552,HIGH
101965,61,4081.41,PE,0.4514,MEDIUM
101966,58,3588.62,SP,0.5252,MEDIUM
101967,39,5689.35,MG,0.2409,LOW
101968,44,3638.17,RJ,0.5448,MEDIUM
101969,62,1400.0,BA,0.2523,LOW
101970,28,1400.0,SP,0.4782,MEDIUM
101971,62,7735.71,MG,0.8985,HIGH
101972,67,7580.72,RS,0.6126,MEDIUM
101973,55,10391.71,RJ,0.7261,HIGH
101974,38,4164.81,SP,0.8349,HIGH
101975,48,2258.32,SP,0.4326,MEDIUM
101976,23,3433.86,RS,0.5791,MEDIUM
101977,67,4223.1,SP,0.2216,LOW
101978,38,2590.13,RJ,0.5487,MEDIUM
101979,23,9266.45,PR,0.3492,LOW
101980,60,12305.49,PE,0.1207,LOW
101981,53,5283.87,BA,0.6292,MEDIUM
101982,52,4178.16,SP,0.7568,HIGH
101983,23,2255.79,PE,0.3429,LOW
101984,58,8823.1,BA,0.3073,LOW
101985,52,4356.69,RS,0.5652,MEDIUM
101986,60,3655.69,MG,0.7454,HIGH
101987,62,5291.22,SP,0.1129,LOW
101988,31,3170.67,RS,0.2792,LOW
101989,31,4506.79,MG,0.5861,MEDIUM
101990,67,2101.6,RJ,0.2216,LOW
101991,47,7077.26,SP,0.3818,MEDIUM
101992,42,3994.69,SP,0.1451,LOW
101993,35,7325.12,PR,0.5553,MEDIUM
101994,52,3813.47,SP,0.3504,MEDIUM
101995,58,3934.2,SC,0.4116,MEDIUM
101996,21,2347.08,BA,0.3311,LOW
101997,48,6048.24,RJ,0.281,LOW
101998,70,2758.48,SP,0.608,MEDIUM
101999,35,3325.44,SP,0.5526,MEDIUM
102000,35,4202.11,RJ,0.1573,LOW
102001,64,4451.64,BA,0.6446,MEDIUM
102002,24,1851.8,SC,0.0792,LOW
102003,40,3759.54,BA,0.5656,MEDIUM
102004,43,6152.11,PE,0.3091,LOW
102005,60,3502.52,SP,0.1559,LOW
102006,27,3770.52,SC,0.2951,LOW
102007,42,4540.51,MG,0.3153,LOW
102008,28,3953.59,MG,0.3821,MEDIUM
102009,60,2561.1,RJ,0.5177,MEDIUM
102010,52,4127.36,RJ,0.2529,LOW
102011,45,6768.23,SC,0.3405,LOW
102012,40,2535.83,PR,0.4532,MEDIUM
102013,28,3509.01,RJ,0.145,LOW
102014,67,2163.88,SP,0.7002,HIGH
102015,53,6599.2,PR,0.5278,MEDIUM
102016,36,4017.87,RS,0.5221,MEDIUM
102017,41,2792.64,PR,0.0867,LOW
102018,57,4390.19,SP,0.077,LOW
102019,56,2356.92,SP,0.7888,HIGH
102020,44,2557.44,RS,0.2109,LOW
102021,36,2083.86,RS,0.4655,MEDIUM
102022,53,2516.91,SP,0.3199,LOW
102023,53,8057.53,MG,0.6677,HIGH
102024,50,2954.08,MG,0.7038,HIGH
