contract_id,customer_id,product,origination_date,contract_value,term_months,installment_value
C003422,107793,Credit Card,2026-02-13,9563.76,14,683.13
C003423,107893,Personal Loan,2026-06-15,5434.97,16,339.69
C003424,102309,Credit Card,2025-10-29,5237.64,10,523.76
C003425,101106,Vehicle Finance,2025-05-21,55581.63,31,1792.96
C003426,101858,Credit Card,2025-11-22,11391.11,18,632.84
C003427,109123,Personal Loan,2025-02-23,14894.54,24,620.61
C003428,100598,Credit Card,2026-01-24,3341.04,15,222.74
C003429,108084,Personal Loan,2025-08-18,8364.02,14,597.43
C003430,104024,Credit Card,2026-03-07,3763.92,17,221.41
C003431,108658,Vehicle Finance,2025-06-06,31283.04,41,763.0
C003432,106646,Credit Card,2025-07-29,5555.48,7,793.64
C003433,107090,Personal Loan,2025-07-16,6927.9,36,192.44
C003434,105244,Payroll Loan,2026-01-08,4227.85,13,325.22
C003435,104249,Vehicle Finance,2025-12-27,32141.74,60,535.7
C003436,100849,Credit Card,2025-01-25,9261.5,24,385.9
C003437,103117,Personal Loan,2026-05-04,6346.72,27,235.06
C003438,109925,Credit Card,2026-02-25,7387.3,6,1231.22
C003439,104167,Payroll Loan,2026-03-17,24848.0,43,577.86
C003440,103714,Payroll Loan,2026-02-21,7034.68,17,413.8
C003441,109964,Credit Card,2025-07-20,3515.43,17,206.79
C003442,100029,Vehicle Finance,2026-06-15,44662.17,59,756.99
C003443,106322,Personal Loan,2026-02-15,4485.34,21,213.59
C003444,106058,Personal Loan,2025-04-09,2869.25,24,119.55
C003445,106991,Credit Card,2025-06-03,2638.85,13,202.99
C003446,100074,Personal Loan,2025-03-13,17241.86,17,1014.23
C003447,108069,Personal Loan,2026-02-15,5876.8,17,345.69
C003448,109016,Personal Loan,2026-05-19,6120.09,30,204.0
C003449,106556,Personal Loan,2026-02-19,17505.54,34,514.87
C003450,106007,Credit Card,2025-07-02,11077.22,9,1230.8
C003451,105344,Credit Card,2026-04-27,4509.85,11,409.99
C003452,103293,Vehicle Finance,2025-11-28,43771.46,47,931.31
C003453,109099,Vehicle Finance,2025-07-30,94439.99,42,2248.57
C003454,103357,Payroll Loan,2026-06-06,16378.43,48,341.22
C003455,107892,Personal Loan,2025-10-01,8855.56,29,305.36
C003456,101036,Credit Card,2026-01-04,2460.44,9,273.38
C003457,101251,Credit Card,2025-11-13,3680.16,12,306.68
C003458,104208,Vehicle Finance,2025-05-25,92822.39,51,1820.05
C003459,100232,Payroll Loan,2026-01-30,4726.13,17,278.01
C003460,105018,Personal Loan,2025-03-10,19121.1,17,1124.77
C003461,105792,Payroll Loan,2025-08-29,21187.25,38,557.56
C003462,101519,Vehicle Finance,2025-07-07,57294.26,43,1332.42
C003463,106018,Payroll Loan,2026-04-13,4896.01,36,136.0
C003464,106784,Vehicle Finance,2025-12-31,114000.0,42,2714.29
C003465,101944,Personal Loan,2025-07-27,5453.37,18,302.96
C003466,103187,Credit Card,2026-06-03,3837.53,9,426.39
C003467,108109,Payroll Loan,2026-04-22,29328.4,26,1128.02
C003468,100681,Personal Loan,2025-02-04,4864.21,36,135.12
C003469,106605,Payroll Loan,2025-12-05,10646.13,25,425.85
C003470,102475,Credit Card,2025-08-25,6122.72,9,680.3
C003471,107082,Payroll Loan,2025-01-30,14442.13,12,1203.51
C003472,100362,Payroll Loan,2026-03-15,9813.4,29,338.39
C003473,108254,Personal Loan,2025-06-21,3837.04,24,159.88
C003474,109098,Vehicle Finance,2026-04-23,36509.46,51,715.87
C003475,105906,Credit Card,2025-08-22,5271.39,13,405.49
C003476,104604,Payroll Loan,2026-04-13,15524.48,22,705.66
C003477,107029,Personal Loan,2026-01-01,10233.48,16,639.59
C003478,109599,Payroll Loan,2026-03-01,16834.17,34,495.12
C003479,106646,Personal Loan,2025-12-01,3740.27,15,249.35
C003480,106145,Credit Card,2025-04-11,6860.26,9,762.25
C003481,105122,Credit Card,2025-09-24,3385.91,20,169.3
C003482,100426,Credit Card,2025-07-11,4355.32,18,241.96
C003483,101243,Personal Loan,2025-04-13,3208.37,27,118.83
C003484,101725,Vehicle Finance,2025-11-18,78351.54,51,1536.3
C003485,100631,Personal Loan,2025-12-30,9140.42,35,261.15
C003486,105319,Credit Card,2025-03-15,4746.44,18,263.69
C003487,103941,Vehicle Finance,2026-05-14,75057.86,48,1563.71
C003488,100086,Payroll Loan,2025-08-02,8898.84,12,741.57
C003489,105375,Personal Loan,2025-09-18,6280.63,30,209.35
C003490,106121,Vehicle Finance,2025-04-26,54602.34,31,1761.37
C003491,102018,Payroll Loan,2025-04-22,12359.43,36,343.32
C003492,108740,Credit Card,2025-06-11,3689.56,21,175.69
C003493,103138,Personal Loan,2025-04-05,3209.71,24,133.74
C003494,103188,Payroll Loan,2026-03-10,6071.92,17,357.17
C003495,109198,Personal Loan,2025-05-04,9754.96,23,424.13
C003496,108395,Credit Card,2026-01-10,11958.86,13,919.91
C003497,103828,Credit Card,2025-05-09,8596.24,12,716.35
C003498,109245,Personal Loan,2025-01-04,6197.8,32,193.68
C003499,105977,Credit Card,2025-09-02,6798.86,19,357.83
C003500,102540,Credit Card,2026-05-26,3698.73,23,160.81
C003501,104553,Credit Card,2025-03-18,1804.62,6,300.77
C003502,104720,Credit Card,2025-10-15,7391.27,7,1055.9
C003503,100389,Personal Loan,2025-10-02,10166.93,22,462.13
C003504,103137,Personal Loan,2025-12-24,20277.06,18,1126.5
C003505,106595,Personal Loan,2025-08-26,11629.73,14,830.7
C003506,102852,Personal Loan,2025-12-05,6194.75,26,238.26
C003507,106035,Vehicle Finance,2025-03-24,56395.11,34,1658.68
C003508,100092,Personal Loan,2025-02-08,6067.78,20,303.39
C003509,102260,Payroll Loan,2025-04-14,24963.44,42,594.37
C003510,102307,Personal Loan,2026-05-01,6182.98,23,268.83
C003511,106449,Payroll Loan,2025-07-08,9987.88,37,269.94
C003512,107933,Vehicle Finance,2026-01-09,74115.27,45,1647.01
C003513,104009,Credit Card,2026-05-21,8120.66,12,676.72
C003514,108994,Personal Loan,2025-05-21,7708.01,13,592.92
C003515,109763,Payroll Loan,2025-03-25,5002.78,24,208.45
C003516,102935,Personal Loan,2025-02-16,17811.94,18,989.55
C003517,104135,Personal Loan,2026-01-19,21000.0,19,1105.26
C003518,100357,Payroll Loan,2026-06-27,13032.95,23,566.65
C003519,103585,Vehicle Finance,2025-09-23,35421.57,28,1265.06
C003520,107510,Personal Loan,2026-05-26,15859.06,24,660.79
C003521,108078,Personal Loan,2025-10-02,4424.0,14,316.0
C003522,107024,Personal Loan,2026-01-30,7178.35,28,256.37
C003523,104601,Personal Loan,2025-05-13,4809.13,13,369.93
C003524,102834,Personal Loan,2025-10-19,16622.39,18,923.47
C003525,105028,Personal Loan,2025-03-13,10015.86,29,345.37
C003526,108144,Personal Loan,2025-11-20,4673.88,31,150.77
C003527,109044,Credit Card,2025-05-21,2554.02,20,127.7
C003528,107579,Credit Card,2025-09-27,3104.78,20,155.24
C003529,104440,Credit Card,2025-06-11,5034.43,14,359.6
C003530,100926,Personal Loan,2026-04-16,3236.74,32,101.15
C003531,107464,Credit Card,2026-02-25,1883.28,18,104.63
C003532,104871,Payroll Loan,2026-02-09,5303.9,47,112.85
C003533,100521,Payroll Loan,2026-01-23,14275.5,17,839.74
C003534,101674,Payroll Loan,2025-02-07,12619.61,32,394.36
C003535,109971,Personal Loan,2025-07-23,6816.53,34,200.49
C003536,101680,Payroll Loan,2025-06-28,18155.53,40,453.89
C003537,104198,Personal Loan,2025-03-25,4740.8,17,278.87
C003538,103746,Personal Loan,2026-01-31,10652.22,27,394.53
C003539,104878,Vehicle Finance,2026-01-07,32092.41,49,654.95
C003540,101585,Personal Loan,2026-06-23,7450.75,31,240.35
C003541,103762,Credit Card,2026-06-10,3710.64,11,337.33
C003542,108298,Payroll Loan,2026-02-19,6567.38,44,149.26
C003543,101043,Credit Card,2026-04-04,2887.83,20,144.39
C003544,104443,Credit Card,2025-09-28,2598.58,6,433.1
C003545,108145,Personal Loan,2025-04-14,11034.42,31,355.95
C003546,108714,Credit Card,2026-02-24,3728.78,18,207.15
C003547,108778,Personal Loan,2025-08-05,4455.14,31,143.71
C003548,105477,Personal Loan,2026-01-31,11716.2,18,650.9
C003549,100373,Vehicle Finance,2026-01-25,14814.97,47,315.21
C003550,106006,Payroll Loan,2026-01-24,6390.97,14,456.5
C003551,109379,Personal Loan,2025-06-26,3394.89,27,125.74
C003552,105698,Payroll Loan,2026-06-01,11031.15,19,580.59
C003553,106770,Vehicle Finance,2026-05-11,37215.52,44,845.81
C003554,101846,Personal Loan,2025-12-03,7800.84,22,354.58
C003555,107271,Credit Card,2026-06-19,4335.04,9,481.67
C003556,101365,Credit Card,2025-10-10,3698.5,23,160.8
C003557,103702,Payroll Loan,2026-06-16,12296.41,30,409.88
C003558,102992,Personal Loan,2026-02-10,8224.4,19,432.86
C003559,100310,Personal Loan,2025-08-13,1750.0,34,51.47
C003560,106707,Vehicle Finance,2026-04-29,44500.95,38,1171.08
C003561,101169,Personal Loan,2026-05-31,4109.67,18,228.32
C003562,108650,Credit Card,2025-12-08,7528.02,15,501.87
C003563,108456,Credit Card,2025-06-10,4943.0,6,823.83
C003564,101541,Vehicle Finance,2025-01-11,25450.34,35,727.15
C003565,104960,Payroll Loan,2025-04-12,17457.5,22,793.52
C003566,100829,Personal Loan,2025-02-09,3734.96,15,249.0
C003567,101974,Personal Loan,2026-04-10,7301.96,33,221.27
C003568,108467,Vehicle Finance,2026-03-31,57692.5,51,1131.23
C003569,103376,Credit Card,2025-10-01,9526.07,14,680.43
C003570,103587,Credit Card,2025-10-03,4431.67,7,633.1
C003571,109050,Credit Card,2026-02-17,3574.73,16,223.42
C003572,102523,Personal Loan,2026-06-24,4246.89,24,176.95
C003573,102038,Payroll Loan,2025-11-19,6813.84,34,200.41
C003574,100085,Personal Loan,2025-04-29,6666.78,35,190.48
C003575,108022,Credit Card,2025-10-05,13500.0,24,562.5
C003576,102009,Credit Card,2026-01-22,5938.52,23,258.2
C003577,104317,Personal Loan,2026-01-18,11684.23,29,402.9
C003578,100424,Vehicle Finance,2025-08-17,64087.63,44,1456.54
C003579,105155,Vehicle Finance,2025-03-22,49376.53,59,836.89
C003580,106927,Personal Loan,2025-01-11,4451.9,24,185.5
C003581,103259,Vehicle Finance,2026-01-03,61746.19,27,2286.9
C003582,100688,Vehicle Finance,2025-07-20,74335.95,34,2186.35
C003583,102140,Vehicle Finance,2026-06-13,54641.87,34,1607.11
C003584,107517,Vehicle Finance,2025-04-16,21407.5,44,486.53
C003585,108776,Payroll Loan,2025-09-30,5541.39,26,213.13
C003586,106862,Payroll Loan,2025-10-24,20266.14,29,698.83
C003587,109222,Credit Card,2025-01-12,3776.59,14,269.76
C003588,100333,Payroll Loan,2026-04-20,13012.78,16,813.3
C003589,107782,Personal Loan,2025-06-17,11330.05,18,629.45
C003590,109925,Personal Loan,2026-06-26,8885.8,12,740.48
C003591,108812,Vehicle Finance,2025-05-04,36634.9,45,814.11
C003592,109792,Credit Card,2025-10-28,8328.8,7,1189.83
C003593,105095,Credit Card,2026-03-19,5187.9,11,471.63
C003594,109474,Credit Card,2026-05-23,3200.47,13,246.19
C003595,104416,Personal Loan,2025-03-22,4741.9,14,338.71
C003596,102459,Personal Loan,2026-04-22,3773.22,36,104.81
C003597,108595,Personal Loan,2025-12-19,4179.32,34,122.92
C003598,106683,Vehicle Finance,2025-04-18,73599.55,59,1247.45
C003599,106863,Vehicle Finance,2025-08-10,51204.24,60,853.4
C003600,104482,Credit Card,2025-01-15,2196.53,12,183.04
C003601,109954,Credit Card,2026-06-12,2977.95,23,129.48
C003602,103338,Personal Loan,2026-04-15,10084.76,33,305.6
C003603,106126,Credit Card,2025-05-11,4149.14,16,259.32
C003604,104247,Vehicle Finance,2025-11-10,67368.31,24,2807.01
C003605,103346,Personal Loan,2025-11-27,6914.79,29,238.44
C003606,106959,Credit Card,2026-03-01,4669.23,22,212.24
C003607,101329,Credit Card,2025-09-08,2958.91,10,295.89
C003608,101084,Credit Card,2025-12-19,5489.77,10,548.98
C003609,106477,Personal Loan,2025-11-09,6237.61,29,215.09
C003610,104445,Vehicle Finance,2025-05-04,53702.11,49,1095.96
C003611,101427,Credit Card,2026-02-27,5081.54,10,508.15
C003612,109366,Personal Loan,2025-09-04,8282.29,12,690.19
C003613,109366,Payroll Loan,2025-05-14,10234.88,28,365.53
C003614,106111,Personal Loan,2025-07-11,7357.28,27,272.49
C003615,103742,Personal Loan,2026-03-11,5672.64,31,182.99
C003616,109175,Credit Card,2026-01-15,2782.06,22,126.46
C003617,102004,Vehicle Finance,2026-06-04,18796.43,40,469.91
C003618,100258,Credit Card,2025-01-31,2015.7,17,118.57
C003619,106076,Vehicle Finance,2025-08-31,17624.71,42,419.64
C003620,105680,Payroll Loan,2025-09-02,11349.95,45,252.22
C003621,102788,Payroll Loan,2025-10-28,9576.35,41,233.57
C003622,106973,Credit Card,2025-05-14,3645.97,18,202.55
C003623,102321,Credit Card,2025-11-29,1915.34,8,239.42
C003624,103384,Vehicle Finance,2026-01-22,36456.47,32,1139.26
C003625,101416,Credit Card,2025-02-05,6158.27,15,410.55
C003626,101236,Credit Card,2025-09-11,7323.75,15,488.25
C003627,101094,Credit Card,2026-04-26,3020.05,14,215.72
C003628,100899,Personal Loan,2026-01-18,6661.34,17,391.84
C003629,101991,Credit Card,2025-09-05,4207.01,21,200.33
C003630,105402,Personal Loan,2026-03-10,9272.99,23,403.17
C003631,103918,Credit Card,2026-04-07,4810.15,23,209.14
C003632,101926,Credit Card,2026-02-24,3275.83,14,233.99
C003633,101223,Payroll Loan,2026-06-29,4711.61,45,104.7
C003634,100501,Personal Loan,2026-05-20,7742.67,29,266.99
C003635,106292,Personal Loan,2025-04-09,8972.29,17,527.78
C003636,108300,Personal Loan,2025-02-23,10662.51,35,304.64
C003637,102442,Credit Card,2025-04-23,5814.99,22,264.32
C003638,108049,Personal Loan,2025-02-15,4599.74,32,143.74
C003639,107188,Personal Loan,2025-12-01,14310.48,23,622.19
C003640,107471,Personal Loan,2025-05-08,5790.43,36,160.85
C003641,102901,Credit Card,2025-11-24,4269.4,24,177.89
C003642,105477,Personal Loan,2025-09-06,6329.93,23,275.21
C003643,105656,Vehicle Finance,2025-05-24,17389.53,54,322.03
C003644,105162,Personal Loan,2025-09-30,5489.11,34,161.44
C003645,107447,Credit Card,2026-01-30,3462.51,14,247.32
C003646,105495,Personal Loan,2026-05-05,8351.3,20,417.56
C003647,105779,Personal Loan,2026-03-10,21000.0,27,777.78
C003648,107727,Payroll Loan,2026-06-24,10724.78,23,466.29
C003649,102553,Personal Loan,2025-08-20,16682.69,23,725.33
C003650,106607,Personal Loan,2025-07-04,3600.2,24,150.01
C003651,106812,Credit Card,2026-02-04,7760.67,24,323.36
C003652,101442,Personal Loan,2026-06-03,7421.08,33,224.88
C003653,107205,Personal Loan,2025-03-08,1750.0,33,53.03
C003654,103481,Personal Loan,2025-05-20,5708.46,33,172.98
C003655,106944,Vehicle Finance,2025-01-25,13999.87,45,311.11
C003656,106834,Vehicle Finance,2025-04-11,38804.18,47,825.62
C003657,102672,Payroll Loan,2025-07-18,15225.97,31,491.16
C003658,105511,Personal Loan,2026-01-13,5053.15,22,229.69
C003659,105109,Payroll Loan,2025-12-13,10525.99,40,263.15
C003660,109316,Personal Loan,2025-07-26,7812.14,32,244.13
C003661,101743,Personal Loan,2025-07-13,7651.64,26,294.29
C003662,102786,Personal Loan,2026-03-13,4031.13,32,125.97
C003663,104078,Credit Card,2026-03-22,3317.18,17,195.13
C003664,107223,Personal Loan,2026-05-10,8373.11,31,270.1
C003665,102323,Personal Loan,2025-11-02,2360.83,26,90.8
C003666,107110,Credit Card,2025-11-08,6220.24,9,691.14
C003667,101480,Personal Loan,2025-05-01,9680.84,20,484.04
C003668,107557,Credit Card,2026-04-21,5882.94,23,255.78
C003669,107602,Vehicle Finance,2026-05-21,45655.21,53,861.42
C003670,106422,Personal Loan,2025-06-22,11919.49,20,595.97
C003671,109836,Payroll Loan,2025-06-07,27165.79,29,936.75
C003672,108881,Personal Loan,2025-02-05,8139.45,26,313.06
C003673,106840,Personal Loan,2026-02-16,6721.44,34,197.69
C003674,107812,Credit Card,2025-10-27,1936.2,20,96.81
C003675,106552,Payroll Loan,2025-07-01,18274.6,16,1142.16
C003676,108157,Vehicle Finance,2026-06-11,31759.62,28,1134.27
C003677,108086,Payroll Loan,2025-04-22,9008.86,22,409.49
C003678,104459,Personal Loan,2025-12-04,10087.73,18,560.43
C003679,101453,Personal Loan,2025-02-27,4992.38,30,166.41
C003680,100698,Credit Card,2026-02-02,4097.9,18,227.66
C003681,102884,Credit Card,2025-01-13,5958.49,15,397.23
C003682,105469,Personal Loan,2026-05-13,8230.4,22,374.11
C003683,102894,Credit Card,2025-09-12,4107.16,16,256.7
C003684,104796,Credit Card,2026-03-01,3154.41,15,210.29
C003685,102031,Personal Loan,2025-04-06,13724.85,35,392.14
C003686,109286,Personal Loan,2025-11-25,6660.83,13,512.37
C003687,104293,Vehicle Finance,2025-03-01,74881.98,31,2415.55
C003688,106777,Vehicle Finance,2026-03-20,35981.48,53,678.9
C003689,105556,Vehicle Finance,2025-01-11,31876.47,32,996.14
C003690,107915,Payroll Loan,2025-07-02,9129.82,20,456.49
C003691,105691,Personal Loan,2026-06-07,5752.73,15,383.52
C003692,106986,Credit Card,2025-11-14,10161.84,19,534.83
C003693,108379,Payroll Loan,2025-08-05,5690.73,45,126.46
C003694,106364,Vehicle Finance,2026-04-29,44955.08,48,936.56
C003695,106378,Credit Card,2025-03-13,2625.78,15,175.05
C003696,109137,Credit Card,2025-08-17,3807.47,6,634.58
C003697,107133,Personal Loan,2026-02-19,5023.61,23,218.42
C003698,100673,Vehicle Finance,2026-03-26,44454.82,25,1778.19
C003699,108011,Personal Loan,2026-01-03,5978.03,14,427.0
C003700,108738,Payroll Loan,2026-02-03,7790.75,15,519.38
C003701,105961,Personal Loan,2025-03-12,8077.86,15,538.52
C003702,108040,Personal Loan,2025-06-30,9791.4,15,652.76
C003703,100832,Vehicle Finance,2026-02-14,42271.45,58,728.82
C003704,109932,Vehicle Finance,2025-12-20,52663.84,49,1074.77
C003705,108688,Credit Card,2026-06-07,4544.44,15,302.96
C003706,101358,Credit Card,2025-08-29,6410.41,21,305.26
C003707,106566,Payroll Loan,2026-06-13,15107.2,46,328.42
C003708,108427,Vehicle Finance,2025-07-11,28682.86,31,925.25
C003709,107359,Credit Card,2025-04-07,4697.61,11,427.06
C003710,102443,Personal Loan,2026-01-16,7980.1,33,241.82
C003711,102310,Payroll Loan,2026-04-21,7354.94,40,183.87
C003712,100619,Personal Loan,2025-03-26,10722.72,19,564.35
C003713,105417,Credit Card,2026-05-04,3512.53,20,175.63
C003714,102514,Payroll Loan,2025-12-26,23071.87,39,591.59
C003715,105720,Credit Card,2025-09-10,3084.74,8,385.59
C003716,101491,Vehicle Finance,2025-03-26,23047.75,42,548.76
C003717,104122,Vehicle Finance,2025-04-23,69218.79,29,2386.85
C003718,102867,Personal Loan,2025-09-24,2736.67,18,152.04
C003719,101377,Credit Card,2025-07-17,2602.41,17,153.08
C003720,109150,Credit Card,2026-02-20,4779.55,14,341.4
C003721,101104,Credit Card,2025-07-01,7468.91,20,373.45
C003722,106559,Personal Loan,2025-12-29,4360.22,26,167.7
C003723,104406,Credit Card,2025-09-16,8625.41,9,958.38
C003724,105710,Personal Loan,2025-07-27,4232.94,27,156.78
C003725,102729,Vehicle Finance,2026-03-29,35864.49,46,779.66
C003726,108721,Personal Loan,2025-09-03,4377.44,21,208.45
C003727,103519,Credit Card,2025-09-10,6905.45,11,627.77
C003728,108988,Personal Loan,2025-05-15,4436.33,25,177.45
C003729,103799,Credit Card,2025-12-22,5922.76,19,311.72
C003730,109636,Payroll Loan,2025-08-15,16630.78,17,978.28
C003731,107325,Credit Card,2025-01-12,6347.66,10,634.77
C003732,108770,Credit Card,2026-05-09,4272.26,12,356.02
C003733,101188,Payroll Loan,2025-09-08,3379.03,28,120.68
C003734,108182,Payroll Loan,2026-04-06,12478.32,22,567.2
C003735,107200,Personal Loan,2025-01-26,6263.19,18,347.96
C003736,100322,Vehicle Finance,2025-02-23,64448.9,37,1741.86
C003737,100596,Vehicle Finance,2025-07-25,20749.0,26,798.04
C003738,105573,Personal Loan,2025-04-10,3034.71,36,84.3
C003739,106387,Vehicle Finance,2025-01-17,33278.71,44,756.33
C003740,103923,Credit Card,2025-01-21,3201.4,19,168.49
C003741,109235,Payroll Loan,2026-01-04,12484.51,28,445.88
C003742,100628,Payroll Loan,2025-08-16,9691.6,38,255.04
C003743,103511,Personal Loan,2025-03-28,5306.9,26,204.11
C003744,100908,Vehicle Finance,2026-03-29,36460.05,46,792.61
C003745,109920,Payroll Loan,2025-08-06,33000.0,24,1375.0
C003746,104287,Credit Card,2025-11-12,3329.75,12,277.48
C003747,100290,Payroll Loan,2025-06-04,8522.58,17,501.33
C003748,109456,Vehicle Finance,2025-05-09,18953.8,59,321.25
C003749,107335,Vehicle Finance,2026-06-14,76582.92,30,2552.76
C003750,104545,Vehicle Finance,2025-08-04,10984.0,38,289.05
C003751,105936,Payroll Loan,2026-04-03,6068.65,39,155.61
C003752,107730,Personal Loan,2025-02-21,5270.82,12,439.23
C003753,102529,Vehicle Finance,2025-05-16,26520.3,46,576.53
C003754,102123,Credit Card,2025-07-29,4429.04,9,492.12
C003755,108477,Personal Loan,2025-07-31,16208.42,15,1080.56
C003756,102361,Vehicle Finance,2025-07-24,69492.82,41,1694.95
C003757,106633,Payroll Loan,2025-09-03,10022.82,28,357.96
C003758,108429,Vehicle Finance,2025-05-27,17268.63,27,639.58
C003759,100586,Credit Card,2026-01-16,5934.03,8,741.75
C003760,102903,Personal Loan,2025-04-25,10530.15,20,526.51
C003761,100489,Payroll Loan,2026-02-04,4694.68,32,146.71
C003762,106492,Credit Card,2025-04-28,3356.95,21,159.85
C003763,101942,Payroll Loan,2025-11-08,6237.98,18,346.55
C003764,100025,Payroll Loan,2025-03-20,10433.04,22,474.23
C003765,108119,Credit Card,2025-11-24,4056.2,9,450.69
C003766,100280,Personal Loan,2025-03-17,12864.51,29,443.6
C003767,105588,Vehicle Finance,2025-06-29,34670.48,37,937.04
C003768,104749,Personal Loan,2026-06-19,5472.39,20,273.62
C003769,103034,Credit Card,2025-04-04,3496.07,14,249.72
C003770,105897,Payroll Loan,2025-12-23,8988.02,44,204.27
C003771,106054,Vehicle Finance,2026-06-20,72160.97,38,1898.97
C003772,100788,Vehicle Finance,2025-12-17,28939.31,33,876.95
C003773,100868,Personal Loan,2025-09-01,6086.36,13,468.18
C003774,107878,Credit Card,2025-08-03,5759.94,15,384.0
C003775,101659,Payroll Loan,2025-07-23,8039.82,31,259.35
C003776,100654,Credit Card,2025-04-02,6167.6,16,385.48
C003777,101884,Credit Card,2025-08-17,4457.25,17,262.19
C003778,106590,Vehicle Finance,2025-09-24,46609.49,41,1136.82
C003779,101820,Vehicle Finance,2025-08-25,44503.8,40,1112.6
C003780,106742,Personal Loan,2025-07-24,1877.56,29,64.74
C003781,109496,Personal Loan,2026-06-14,4846.55,15,323.1
C003782,104393,Payroll Loan,2025-05-13,33000.0,48,687.5
C003783,109776,Credit Card,2026-03-28,8889.97,11,808.18
C003784,104624,Personal Loan,2026-02-19,4431.94,24,184.66
C003785,108924,Credit Card,2026-02-15,2507.69,22,113.99
C003786,100024,Credit Card,2025-05-08,5947.05,16,371.69
C003787,107149,Payroll Loan,2026-06-05,27353.03,12,2279.42
C003788,105342,Personal Loan,2026-01-28,10641.4,21,506.73
C003789,108568,Personal Loan,2025-01-01,6093.1,25,243.72
C003790,103023,Personal Loan,2025-03-10,4209.98,26,161.92
C003791,108807,Personal Loan,2025-12-18,6212.17,36,172.56
C003792,102269,Personal Loan,2025-09-30,3224.35,19,169.7
C003793,104686,Payroll Loan,2025-10-27,12092.48,31,390.08
C003794,101080,Payroll Loan,2026-01-06,8347.4,18,463.74
C003795,101867,Credit Card,2025-10-19,4529.23,24,188.72
C003796,106135,Credit Card,2026-01-11,2258.24,15,150.55
C003797,103552,Credit Card,2025-03-25,4773.37,21,227.3
C003798,108559,Credit Card,2026-06-19,4598.73,14,328.48
C003799,109191,Payroll Loan,2025-09-13,7482.01,38,196.9
C003800,101250,Payroll Loan,2025-09-05,4746.66,45,105.48
C003801,108026,Personal Loan,2026-06-10,4434.88,29,152.93
C003802,107290,Credit Card,2025-07-26,5311.85,22,241.45
C003803,106417,Personal Loan,2025-12-23,11655.87,24,485.66
C003804,104802,Personal Loan,2026-02-11,3478.54,30,115.95
C003805,106547,Personal Loan,2025-11-02,4659.88,16,291.24
C003806,100100,Vehicle Finance,2025-02-05,27432.23,27,1016.01
C003807,102389,Personal Loan,2025-05-08,14379.08,20,718.95
C003808,104894,Payroll Loan,2025-09-26,5295.44,36,147.1
C003809,108423,Credit Card,2026-01-06,3311.03,20,165.55
C003810,108458,Vehicle Finance,2026-04-21,17802.24,41,434.2
C003811,105522,Credit Card,2025-03-24,7341.95,12,611.83
C003812,109579,Credit Card,2025-05-25,3076.48,10,307.65
C003813,109327,Credit Card,2025-10-31,5700.67,15,380.04
C003814,104668,Personal Loan,2025-10-02,3988.22,16,249.26
C003815,100718,Personal Loan,2025-02-21,5549.8,22,252.26
C003816,104498,Personal Loan,2025-03-30,8578.98,18,476.61
C003817,106946,Credit Card,2025-09-15,8666.32,15,577.75
C003818,103437,Vehicle Finance,2026-05-31,17652.56,43,410.52
C003819,109039,Personal Loan,2025-02-11,2630.99,34,77.38
C003820,103786,Vehicle Finance,2026-04-09,32702.61,35,934.36
C003821,108200,Personal Loan,2026-03-26,13396.47,27,496.17
C003822,104761,Credit Card,2026-02-23,4109.75,15,273.98
C003823,104269,Credit Card,2025-03-26,8684.44,12,723.7
C003824,100796,Personal Loan,2025-03-22,3500.1,18,194.45
C003825,102837,Payroll Loan,2025-07-09,11891.48,29,410.05
C003826,106480,Vehicle Finance,2025-10-02,69710.09,57,1222.98
C003827,104690,Credit Card,2026-01-01,6139.1,7,877.01
C003828,103568,Credit Card,2025-04-27,5669.76,6,944.96
C003829,101019,Credit Card,2026-03-31,4483.47,15,298.9
C003830,106607,Personal Loan,2026-05-17,10117.18,35,289.06
C003831,106005,Vehicle Finance,2026-04-21,26425.18,36,734.03
C003832,106327,Payroll Loan,2026-05-23,15434.59,40,385.86
C003833,100990,Payroll Loan,2026-06-19,5535.57,16,345.97
C003834,108862,Personal Loan,2026-02-03,15971.08,29,550.73
C003835,102101,Personal Loan,2025-02-18,14134.08,34,415.71
C003836,102813,Personal Loan,2025-12-26,6138.5,15,409.23
C003837,102186,Payroll Loan,2026-01-18,9243.61,18,513.53
C003838,109356,Payroll Loan,2025-05-14,10267.58,23,446.42
C003839,104975,Vehicle Finance,2025-01-09,70300.53,37,1900.01
C003840,106593,Credit Card,2025-02-09,2467.03,6,411.17
C003841,107163,Personal Loan,2026-03-07,11582.63,18,643.48
C003842,106218,Credit Card,2026-04-03,2805.6,12,233.8
C003843,107318,Personal Loan,2025-02-06,6876.94,15,458.46
C003844,105550,Personal Loan,2025-05-11,6948.79,20,347.44
C003845,106359,Vehicle Finance,2025-11-18,46960.96,32,1467.53
C003846,102043,Payroll Loan,2025-05-26,13425.0,32,419.53
C003847,104287,Personal Loan,2025-11-02,7226.86,26,277.96
C003848,100072,Personal Loan,2025-05-21,7002.49,17,411.91
C003849,105109,Credit Card,2025-10-21,2424.71,17,142.63
C003850,105578,Personal Loan,2025-07-10,4533.24,25,181.33
C003851,105244,Personal Loan,2025-02-05,9148.93,22,415.86
C003852,109149,Credit Card,2025-06-27,3959.34,24,164.97
