installment_id,contract_id,installment_number,due_date,installment_value,payment_date,paid_value,days_past_due,status
I00046103,C004574,9,2026-07-10,917.29,2026-07-13,917.29,3,LATE
I00046104,C004574,10,2026-08-10,917.29,2026-08-10,917.29,0,PAID
I00046105,C004575,1,2026-05-10,181.53,2026-05-11,181.53,1,LATE
I00046106,C004575,2,2026-06-10,181.53,2026-06-11,181.53,1,LATE
I00046107,C004575,3,2026-07-10,181.53,2026-07-12,181.53,2,LATE
I00046108,C004575,4,2026-08-10,181.53,2026-08-11,181.53,1,LATE
I00046109,C004576,1,2025-09-10,201.66,2025-09-11,201.66,1,LATE
I00046110,C004576,2,2025-10-10,201.66,2025-10-10,201.66,0,PAID
I00046111,C004576,3,2025-11-10,201.66,2025-11-13,201.66,3,LATE
I00046112,C004576,4,2025-12-10,201.66,2025-12-10,201.66,0,PAID
I00046113,C004576,5,2026-01-10,201.66,2026-01-11,201.66,1,LATE
I00046114,C004576,6,2026-02-10,201.66,2026-02-12,201.66,2,LATE
I00046115,C004576,7,2026-03-10,201.66,,0.0,59,DEFAULT
I00046116,C004576,8,2026-04-10,201.66,,0.0,131,DEFAULT
I00046117,C004576,9,2026-05-10,201.66,,0.0,101,DEFAULT
I00046118,C004576,10,2026-06-10,201.66,,0.0,70,DEFAULT
I00046119,C004576,11,2026-07-10,201.66,,0.0,40,DEFAULT
I00046120,C004576,12,2026-08-10,201.66,,0.0,9,DEFAULT
I00046121,C004577,1,2025-03-10,1483.26,2025-03-12,1483.26,2,LATE
I00046122,C004577,2,2025-04-10,1483.26,2025-05-09,1483.26,29,LATE
I00046123,C004577,3,2025-05-10,1483.26,2025-05-10,1483.26,0,PAID
I00046124,C004577,4,2025-06-10,1483.26,2025-06-13,1483.26,3,LATE
I00046125,C004577,5,2025-07-10,1483.26,2025-07-11,1483.26,1,LATE
I00046126,C004577,6,2025-08-10,1483.26,2025-08-11,1483.26,1,LATE
I00046127,C004577,7,2025-09-10,1483.26,2025-09-10,1483.26,0,PAID
I00046128,C004577,8,2025-10-10,1483.26,2025-10-13,1483.26,3,LATE
I00046129,C004577,9,2025-11-10,1483.26,2025-11-12,1483.26,2,LATE
I00046130,C004577,10,2025-12-10,1483.26,2025-12-11,1483.26,1,LATE
I00046131,C004577,11,2026-01-10,1483.26,2026-01-10,1483.26,0,PAID
I00046132,C004577,12,2026-02-10,1483.26,2026-02-11,1483.26,1,LATE
I00046133,C004578,1,2025-10-10,126.29,2025-10-11,126.29,1,LATE
I00046134,C004578,2,2025-11-10,126.29,2025-11-10,126.29,0,PAID
I00046135,C004578,3,2025-12-10,126.29,2025-12-11,126.29,1,LATE
I00046136,C004578,4,2026-01-10,126.29,2026-01-11,126.29,1,LATE
I00046137,C004578,5,2026-02-10,126.29,2026-02-12,126.29,2,LATE
I00046138,C004578,6,2026-03-10,126.29,2026-03-11,126.29,1,LATE
I00046139,C004578,7,2026-04-10,126.29,2026-04-13,126.29,3,LATE
I00046140,C004578,8,2026-05-10,126.29,2026-05-11,126.29,1,LATE
I00046141,C004578,9,2026-06-10,126.29,2026-06-13,126.29,3,LATE
I00046142,C004578,10,2026-07-10,126.29,2026-07-10,126.29,0,PAID
I00046143,C004578,11,2026-08-10,126.29,2026-08-10,126.29,0,PAID
I00046144,C004579,1,2025-07-10,499.76,2025-07-12,499.76,2,LATE
I00046145,C004579,2,2025-08-10,499.76,2025-08-12,499.76,2,LATE
I00046146,C004579,3,2025-09-10,499.76,2025-09-12,499.76,2,LATE
I00046147,C004579,4,2025-10-10,499.76,2025-10-13,499.76,3,LATE
I00046148,C004579,5,2025-11-10,499.76,2025-11-12,499.76,2,LATE
I00046149,C004579,6,2025-12-10,499.76,2025-12-10,499.76,0,PAID
I00046150,C004579,7,2026-01-10,499.76,2026-01-11,499.76,1,LATE
I00046151,C004579,8,2026-02-10,499.76,2026-02-13,499.76,3,LATE
I00046152,C004579,9,2026-03-10,499.76,2026-03-13,499.76,3,LATE
I00046153,C004579,10,2026-04-10,499.76,2026-04-10,499.76,0,PAID
I00046154,C004579,11,2026-05-10,499.76,2026-05-12,499.76,2,LATE
I00046155,C004579,12,2026-06-10,499.76,2026-06-10,499.76,0,PAID
I00046156,C004579,13,2026-07-10,499.76,2026-07-11,499.76,1,LATE
I00046157,C004579,14,2026-08-10,499.76,,0.0,68,DEFAULT
I00046158,C004580,1,2025-03-10,867.5,2025-03-10,867.5,0,PAID
I00046159,C004580,2,2025-04-10,867.5,2025-04-11,867.5,1,LATE
I00046160,C004580,3,2025-05-10,867.5,2025-05-13,867.5,3,LATE
I00046161,C004580,4,2025-06-10,867.5,2025-06-13,867.5,3,LATE
I00046162,C004580,5,2025-07-10,867.5,2025-07-13,867.5,3,LATE
I00046163,C004580,6,2025-08-10,867.5,2025-09-08,867.5,29,LATE
I00046164,C004580,7,2025-09-10,867.5,2025-09-12,867.5,2,LATE
I00046165,C004580,8,2025-10-10,867.5,2025-10-13,867.5,3,LATE
I00046166,C004580,9,2025-11-10,867.5,2025-11-13,867.5,3,LATE
I00046167,C004580,10,2025-12-10,867.5,2025-12-12,867.5,2,LATE
I00046168,C004580,11,2026-01-10,867.5,2026-01-13,867.5,3,LATE
I00046169,C004580,12,2026-02-10,867.5,2026-02-11,867.5,1,LATE
I00046170,C004580,13,2026-03-10,867.5,2026-03-13,867.5,3,LATE
I00046171,C004581,1,2025-11-10,1120.8,,0.0,117,DEFAULT
I00046172,C004581,2,2025-12-10,1120.8,,0.0,252,DEFAULT
I00046173,C004581,3,2026-01-10,1120.8,,0.0,221,DEFAULT
I00046174,C004581,4,2026-02-10,1120.8,,0.0,190,DEFAULT
I00046175,C004581,5,2026-03-10,1120.8,,0.0,162,DEFAULT
I00046176,C004581,6,2026-04-10,1120.8,,0.0,131,DEFAULT
I00046177,C004581,7,2026-05-10,1120.8,,0.0,101,DEFAULT
I00046178,C004581,8,2026-06-10,1120.8,,0.0,70,DEFAULT
I00046179,C004581,9,2026-07-10,1120.8,,0.0,40,DEFAULT
I00046180,C004581,10,2026-08-10,1120.8,,0.0,9,DEFAULT
I00046181,C004582,1,2025-03-10,126.35,,0.0,63,DEFAULT
I00046182,C004582,2,2025-04-10,126.35,,0.0,496,DEFAULT
I00046183,C004582,3,2025-05-10,126.35,,0.0,466,DEFAULT
I00046184,C004582,4,2025-06-10,126.35,,0.0,435,DEFAULT
I00046185,C004582,5,2025-07-10,126.35,,0.0,405,DEFAULT
I00046186,C004582,6,2025-08-10,126.35,,0.0,374,DEFAULT
I00046187,C004582,7,2025-09-10,126.35,,0.0,343,DEFAULT
I00046188,C004582,8,2025-10-10,126.35,,0.0,313,DEFAULT
I00046189,C004582,9,2025-11-10,126.35,,0.0,282,DEFAULT
I00046190,C004582,10,2025-12-10,126.35,,0.0,252,DEFAULT
I00046191,C004582,11,2026-01-10,126.35,,0.0,221,DEFAULT
I00046192,C004582,12,2026-02-10,126.35,,0.0,190,DEFAULT
I00046193,C004582,13,2026-03-10,126.35,,0.0,162,DEFAULT
I00046194,C004582,14,2026-04-10,126.35,,0.0,131,DEFAULT
I00046195,C004582,15,2026-05-10,126.35,,0.0,101,DEFAULT
I00046196,C004582,16,2026-06-10,126.35,,0.0,70,DEFAULT
I00046197,C004582,17,2026-07-10,126.35,,0.0,40,DEFAULT
I00046198,C004582,18,2026-08-10,126.35,,0.0,9,DEFAULT
I00046199,C004583,1,2025-11-10,117.69,2025-11-13,117.69,3,LATE
I00046200,C004583,2,2025-12-10,117.69,,0.0,84,DEFAULT
I00046201,C004583,3,2026-01-10,117.69,2026-01-12,117.69,2,LATE
I00046202,C004583,4,2026-02-10,117.69,2026-02-10,117.69,0,PAID
I00046203,C004583,5,2026-03-10,117.69,,0.0,56,DEFAULT
I00046204,C004583,6,2026-04-10,117.69,,0.0,131,DEFAULT
I00046205,C004583,7,2026-05-10,117.69,,0.0,101,DEFAULT
I00046206,C004583,8,2026-06-10,117.69,,0.0,70,DEFAULT
I00046207,C004583,9,2026-07-10,117.69,,0.0,40,DEFAULT
I00046208,C004583,10,2026-08-10,117.69,,0.0,9,DEFAULT
I00046209,C004584,1,2026-05-10,241.59,2026-05-10,241.59,0,PAID
I00046210,C004584,2,2026-06-10,241.59,2026-06-10,241.59,0,PAID
I00046211,C004584,3,2026-07-10,241.59,2026-08-04,241.59,25,LATE
I00046212,C004584,4,2026-08-10,241.59,2026-08-13,241.59,3,LATE
I00046213,C004585,1,2026-01-10,275.33,2026-01-13,275.33,3,LATE
I00046214,C004585,2,2026-02-10,275.33,2026-02-11,275.33,1,LATE
I00046215,C004585,3,2026-03-10,275.33,2026-03-12,275.33,2,LATE
I00046216,C004585,4,2026-04-10,275.33,2026-04-12,275.33,2,LATE
I00046217,C004585,5,2026-05-10,275.33,2026-05-12,275.33,2,LATE
I00046218,C004585,6,2026-06-10,275.33,2026-06-13,275.33,3,LATE
I00046219,C004585,7,2026-07-10,275.33,2026-07-12,275.33,2,LATE
I00046220,C004585,8,2026-08-10,275.33,2026-08-13,275.33,3,LATE
I00046221,C004586,1,2026-05-10,436.32,2026-05-12,436.32,2,LATE
I00046222,C004586,2,2026-06-10,436.32,2026-06-12,436.32,2,LATE
I00046223,C004586,3,2026-07-10,436.32,2026-07-12,436.32,2,LATE
I00046224,C004586,4,2026-08-10,436.32,,0.0,78,DEFAULT
I00046225,C004587,1,2026-07-10,544.95,2026-07-12,544.95,2,LATE
I00046226,C004587,2,2026-08-10,544.95,2026-08-31,544.95,21,LATE
I00046227,C004588,1,2026-07-10,172.42,2026-07-29,172.42,19,LATE
I00046228,C004588,2,2026-08-10,172.42,2026-08-16,172.42,6,LATE
I00046229,C004589,1,2026-04-10,558.63,2026-04-10,558.63,0,PAID
I00046230,C004589,2,2026-05-10,558.63,2026-05-13,558.63,3,LATE
I00046231,C004589,3,2026-06-10,558.63,2026-06-10,558.63,0,PAID
I00046232,C004589,4,2026-07-10,558.63,2026-07-11,558.63,1,LATE
I00046233,C004589,5,2026-08-10,558.63,2026-08-10,558.63,0,PAID
I00046234,C004590,1,2026-01-10,470.09,,0.0,94,DEFAULT
I00046235,C004590,2,2026-02-10,470.09,,0.0,190,DEFAULT
I00046236,C004590,3,2026-03-10,470.09,,0.0,162,DEFAULT
I00046237,C004590,4,2026-04-10,470.09,,0.0,131,DEFAULT
I00046238,C004590,5,2026-05-10,470.09,,0.0,101,DEFAULT
I00046239,C004590,6,2026-06-10,470.09,,0.0,70,DEFAULT
I00046240,C004590,7,2026-07-10,470.09,,0.0,40,DEFAULT
I00046241,C004590,8,2026-08-10,470.09,,0.0,9,DEFAULT
I00046242,C004591,1,2026-01-10,246.45,2026-01-10,246.45,0,PAID
I00046243,C004591,2,2026-02-10,246.45,2026-02-13,246.45,3,LATE
I00046244,C004591,3,2026-03-10,246.45,2026-04-08,246.45,29,LATE
I00046245,C004591,4,2026-04-10,246.45,2026-04-12,246.45,2,LATE
I00046246,C004591,5,2026-05-10,246.45,2026-05-12,246.45,2,LATE
I00046247,C004591,6,2026-06-10,246.45,2026-06-13,246.45,3,LATE
I00046248,C004591,7,2026-07-10,246.45,2026-08-02,246.45,23,LATE
I00046249,C004591,8,2026-08-10,246.45,2026-08-11,246.45,1,LATE
I00046250,C004592,1,2025-07-10,279.46,2025-07-12,279.46,2,LATE
I00046251,C004592,2,2025-08-10,279.46,2025-09-05,279.46,26,LATE
I00046252,C004592,3,2025-09-10,279.46,2025-09-13,279.46,3,LATE
I00046253,C004592,4,2025-10-10,279.46,2025-10-12,279.46,2,LATE
I00046254,C004592,5,2025-11-10,279.46,2025-11-10,279.46,0,PAID
I00046255,C004592,6,2025-12-10,279.46,2025-12-12,279.46,2,LATE
I00046256,C004592,7,2026-01-10,279.46,2026-01-11,279.46,1,LATE
I00046257,C004592,8,2026-02-10,279.46,2026-03-10,279.46,28,LATE
I00046258,C004592,9,2026-03-10,279.46,2026-03-13,279.46,3,LATE
I00046259,C004592,10,2026-04-10,279.46,2026-04-12,279.46,2,LATE
I00046260,C004592,11,2026-05-10,279.46,2026-05-12,279.46,2,LATE
I00046261,C004592,12,2026-06-10,279.46,2026-06-13,279.46,3,LATE
I00046262,C004592,13,2026-07-10,279.46,2026-07-11,279.46,1,LATE
I00046263,C004592,14,2026-08-10,279.46,2026-08-11,279.46,1,LATE
I00046264,C004593,1,2026-05-10,114.08,2026-05-12,114.08,2,LATE
I00046265,C004593,2,2026-06-10,114.08,2026-06-12,114.08,2,LATE
I00046266,C004593,3,2026-07-10,114.08,2026-07-11,114.08,1,LATE
I00046267,C004593,4,2026-08-10,114.08,2026-08-11,114.08,1,LATE
I00046268,C004594,1,2026-05-10,199.65,2026-05-13,199.65,3,LATE
I00046269,C004594,2,2026-06-10,199.65,2026-06-11,199.65,1,LATE
I00046270,C004594,3,2026-07-10,199.65,2026-07-11,199.65,1,LATE
I00046271,C004594,4,2026-08-10,199.65,2026-08-28,199.65,18,LATE
I00046272,C004595,1,2025-12-10,868.42,2025-12-13,868.42,3,LATE
I00046273,C004595,2,2026-01-10,868.42,2026-01-13,868.42,3,LATE
I00046274,C004595,3,2026-02-10,868.42,2026-02-11,868.42,1,LATE
I00046275,C004595,4,2026-03-10,868.42,2026-03-16,868.42,6,LATE
I00046276,C004595,5,2026-04-10,868.42,2026-04-10,868.42,0,PAID
I00046277,C004595,6,2026-05-10,868.42,2026-05-10,868.42,0,PAID
I00046278,C004595,7,2026-06-10,868.42,2026-06-11,868.42,1,LATE
I00046279,C004595,8,2026-07-10,868.42,2026-07-12,868.42,2,LATE
I00046280,C004595,9,2026-08-10,868.42,2026-08-11,868.42,1,LATE
I00046281,C004596,1,2026-07-10,462.32,2026-07-31,462.32,21,LATE
I00046282,C004596,2,2026-08-10,462.32,2026-08-10,462.32,0,PAID
I00046283,C004597,1,2026-06-10,109.8,,0.0,116,DEFAULT
I00046284,C004597,2,2026-07-10,109.8,,0.0,40,DEFAULT
I00046285,C004597,3,2026-08-10,109.8,,0.0,9,DEFAULT
I00046286,C004598,1,2025-07-10,2524.8,2025-07-12,2524.8,2,LATE
I00046287,C004598,2,2025-08-10,2524.8,2025-08-12,2524.8,2,LATE
I00046288,C004598,3,2025-09-10,2524.8,2025-09-12,2524.8,2,LATE
I00046289,C004598,4,2025-10-10,2524.8,2025-10-12,2524.8,2,LATE
I00046290,C004598,5,2025-11-10,2524.8,2025-11-12,2524.8,2,LATE
I00046291,C004598,6,2025-12-10,2524.8,2025-12-10,2524.8,0,PAID
I00046292,C004598,7,2026-01-10,2524.8,2026-01-13,2524.8,3,LATE
I00046293,C004598,8,2026-02-10,2524.8,,0.0,48,DEFAULT
I00046294,C004598,9,2026-03-10,2524.8,,0.0,162,DEFAULT
I00046295,C004598,10,2026-04-10,2524.8,,0.0,131,DEFAULT
I00046296,C004598,11,2026-05-10,2524.8,,0.0,101,DEFAULT
I00046297,C004598,12,2026-06-10,2524.8,,0.0,70,DEFAULT
I00046298,C004598,13,2026-07-10,2524.8,,0.0,40,DEFAULT
I00046299,C004598,14,2026-08-10,2524.8,,0.0,9,DEFAULT
I00046300,C004599,1,2026-02-10,402.03,2026-02-12,402.03,2,LATE
I00046301,C004599,2,2026-03-10,402.03,2026-03-13,402.03,3,LATE
I00046302,C004599,3,2026-04-10,402.03,2026-04-12,402.03,2,LATE
I00046303,C004599,4,2026-05-10,402.03,2026-05-12,402.03,2,LATE
I00046304,C004599,5,2026-06-10,402.03,2026-06-11,402.03,1,LATE
I00046305,C004599,6,2026-07-10,402.03,2026-07-12,402.03,2,LATE
I00046306,C004599,7,2026-08-10,402.03,2026-08-10,402.03,0,PAID
I00046307,C004600,1,2025-09-10,199.05,2025-09-11,199.05,1,LATE
I00046308,C004600,2,2025-10-10,199.05,2025-10-13,199.05,3,LATE
I00046309,C004600,3,2025-11-10,199.05,2025-11-11,199.05,1,LATE
I00046310,C004600,4,2025-12-10,199.05,2025-12-11,199.05,1,LATE
I00046311,C004600,5,2026-01-10,199.05,2026-01-11,199.05,1,LATE
I00046312,C004600,6,2026-02-10,199.05,2026-02-10,199.05,0,PAID
I00046313,C004600,7,2026-03-10,199.05,2026-03-13,199.05,3,LATE
I00046314,C004600,8,2026-04-10,199.05,2026-04-12,199.05,2,LATE
I00046315,C004600,9,2026-05-10,199.05,2026-05-13,199.05,3,LATE
I00046316,C004600,10,2026-06-10,199.05,2026-07-07,199.05,27,LATE
I00046317,C004600,11,2026-07-10,199.05,2026-07-12,199.05,2,LATE
I00046318,C004600,12,2026-08-10,199.05,2026-09-09,199.05,30,LATE
I00046319,C004601,1,2026-05-10,374.85,2026-05-13,374.85,3,LATE
I00046320,C004601,2,2026-06-10,374.85,2026-06-16,374.85,6,LATE
I00046321,C004601,3,2026-07-10,374.85,2026-07-10,374.85,0,PAID
I00046322,C004601,4,2026-08-10,374.85,2026-08-10,374.85,0,PAID
I00046323,C004602,1,2025-11-10,731.75,2025-11-11,731.75,1,LATE
I00046324,C004602,2,2025-12-10,731.75,2025-12-10,731.75,0,PAID
I00046325,C004602,3,2026-01-10,731.75,2026-01-11,731.75,1,LATE
I00046326,C004602,4,2026-02-10,731.75,2026-02-13,731.75,3,LATE
I00046327,C004602,5,2026-03-10,731.75,2026-03-10,731.75,0,PAID
I00046328,C004602,6,2026-04-10,731.75,2026-04-10,731.75,0,PAID
I00046329,C004602,7,2026-05-10,731.75,2026-05-10,731.75,0,PAID
I00046330,C004602,8,2026-06-10,731.75,2026-07-03,731.75,23,LATE
I00046331,C004602,9,2026-07-10,731.75,2026-07-10,731.75,0,PAID
I00046332,C004602,10,2026-08-10,731.75,2026-08-15,731.75,5,LATE
I00046333,C004603,1,2026-05-10,825.64,2026-05-13,825.64,3,LATE
I00046334,C004603,2,2026-06-10,825.64,,0.0,87,DEFAULT
I00046335,C004603,3,2026-07-10,825.64,,0.0,40,DEFAULT
I00046336,C004603,4,2026-08-10,825.64,,0.0,9,DEFAULT
I00046337,C004604,1,2025-09-10,162.46,2025-09-10,162.46,0,PAID
I00046338,C004604,2,2025-10-10,162.46,2025-10-13,162.46,3,LATE
I00046339,C004604,3,2025-11-10,162.46,2025-11-11,162.46,1,LATE
I00046340,C004604,4,2025-12-10,162.46,2025-12-10,162.46,0,PAID
I00046341,C004604,5,2026-01-10,162.46,2026-01-10,162.46,0,PAID
I00046342,C004604,6,2026-02-10,162.46,2026-02-19,162.46,9,LATE
I00046343,C004604,7,2026-03-10,162.46,2026-03-10,162.46,0,PAID
I00046344,C004604,8,2026-04-10,162.46,2026-04-13,162.46,3,LATE
I00046345,C004604,9,2026-05-10,162.46,2026-05-11,162.46,1,LATE
I00046346,C004604,10,2026-06-10,162.46,2026-06-13,162.46,3,LATE
I00046347,C004604,11,2026-07-10,162.46,2026-07-11,162.46,1,LATE
I00046348,C004604,12,2026-08-10,162.46,2026-08-10,162.46,0,PAID
I00046349,C004605,1,2025-12-10,492.56,2025-12-13,492.56,3,LATE
I00046350,C004605,2,2026-01-10,492.56,2026-01-11,492.56,1,LATE
I00046351,C004605,3,2026-02-10,492.56,2026-02-10,492.56,0,PAID
I00046352,C004605,4,2026-03-10,492.56,2026-03-12,492.56,2,LATE
I00046353,C004605,5,2026-04-10,492.56,2026-04-10,492.56,0,PAID
I00046354,C004605,6,2026-05-10,492.56,2026-05-13,492.56,3,LATE
I00046355,C004605,7,2026-06-10,492.56,2026-06-12,492.56,2,LATE
I00046356,C004605,8,2026-07-10,492.56,2026-07-13,492.56,3,LATE
I00046357,C004605,9,2026-08-10,492.56,2026-09-07,492.56,28,LATE
I00046358,C004606,1,2025-12-10,263.97,2025-12-12,263.97,2,LATE
I00046359,C004606,2,2026-01-10,263.97,2026-01-13,263.97,3,LATE
I00046360,C004606,3,2026-02-10,263.97,2026-02-12,263.97,2,LATE
I00046361,C004606,4,2026-03-10,263.97,,0.0,46,DEFAULT
I00046362,C004606,5,2026-04-10,263.97,,0.0,131,DEFAULT
I00046363,C004606,6,2026-05-10,263.97,,0.0,101,DEFAULT
I00046364,C004606,7,2026-06-10,263.97,,0.0,70,DEFAULT
I00046365,C004606,8,2026-07-10,263.97,,0.0,40,DEFAULT
I00046366,C004606,9,2026-08-10,263.97,,0.0,9,DEFAULT
I00046367,C004607,1,2026-01-10,304.1,2026-01-12,304.1,2,LATE
I00046368,C004607,2,2026-02-10,304.1,2026-02-11,304.1,1,LATE
I00046369,C004607,3,2026-03-10,304.1,2026-03-10,304.1,0,PAID
I00046370,C004607,4,2026-04-10,304.1,2026-04-11,304.1,1,LATE
I00046371,C004607,5,2026-05-10,304.1,2026-05-12,304.1,2,LATE
I00046372,C004607,6,2026-06-10,304.1,2026-06-13,304.1,3,LATE
I00046373,C004607,7,2026-07-10,304.1,2026-07-10,304.1,0,PAID
I00046374,C004607,8,2026-08-10,304.1,2026-08-11,304.1,1,LATE
I00046375,C004608,1,2026-06-10,512.56,2026-06-13,512.56,3,LATE
I00046376,C004608,2,2026-07-10,512.56,2026-07-10,512.56,0,PAID
I00046377,C004608,3,2026-08-10,512.56,,0.0,76,DEFAULT
I00046378,C004609,1,2025-12-10,2357.14,2025-12-11,2357.14,1,LATE
I00046379,C004609,2,2026-01-10,2357.14,2026-01-13,2357.14,3,LATE
I00046380,C004609,3,2026-02-10,2357.14,2026-02-12,2357.14,2,LATE
I00046381,C004609,4,2026-03-10,2357.14,2026-03-12,2357.14,2,LATE
I00046382,C004609,5,2026-04-10,2357.14,2026-04-13,2357.14,3,LATE
I00046383,C004609,6,2026-05-10,2357.14,2026-05-13,2357.14,3,LATE
I00046384,C004609,7,2026-06-10,2357.14,2026-06-11,2357.14,1,LATE
I00046385,C004609,8,2026-07-10,2357.14,2026-07-11,2357.14,1,LATE
I00046386,C004609,9,2026-08-10,2357.14,2026-08-10,2357.14,0,PAID
I00046387,C004610,1,2026-06-10,394.15,2026-06-11,394.15,1,LATE
I00046388,C004610,2,2026-07-10,394.15,2026-07-10,394.15,0,PAID
I00046389,C004610,3,2026-08-10,394.15,2026-08-24,394.15,14,LATE
I00046390,C004611,1,2025-04-10,298.06,2025-04-12,298.06,2,LATE
I00046391,C004611,2,2025-05-10,298.06,2025-05-13,298.06,3,LATE
I00046392,C004611,3,2025-06-10,298.06,2025-06-10,298.06,0,PAID
I00046393,C004611,4,2025-07-10,298.06,2025-07-13,298.06,3,LATE
I00046394,C004611,5,2025-08-10,298.06,2025-08-13,298.06,3,LATE
I00046395,C004611,6,2025-09-10,298.06,2025-09-11,298.06,1,LATE
I00046396,C004611,7,2025-10-10,298.06,2025-10-27,298.06,17,LATE
I00046397,C004611,8,2025-11-10,298.06,2025-12-10,298.06,30,LATE
I00046398,C004611,9,2025-12-10,298.06,,0.0,45,DEFAULT
I00046399,C004611,10,2026-01-10,298.06,,0.0,221,DEFAULT
I00046400,C004611,11,2026-02-10,298.06,,0.0,190,DEFAULT
I00046401,C004611,12,2026-03-10,298.06,,0.0,162,DEFAULT
I00046402,C004611,13,2026-04-10,298.06,,0.0,131,DEFAULT
I00046403,C004611,14,2026-05-10,298.06,,0.0,101,DEFAULT
I00046404,C004611,15,2026-06-10,298.06,,0.0,70,DEFAULT
I00046405,C004611,16,2026-07-10,298.06,,0.0,40,DEFAULT
I00046406,C004611,17,2026-08-10,298.06,,0.0,9,DEFAULT
I00046407,C004612,1,2025-03-10,1560.07,2025-03-11,1560.07,1,LATE
I00046408,C004612,2,2025-04-10,1560.07,2025-05-06,1560.07,26,LATE
I00046409,C004612,3,2025-05-10,1560.07,2025-05-10,1560.07,0,PAID
I00046410,C004612,4,2025-06-10,1560.07,2025-06-13,1560.07,3,LATE
I00046411,C004612,5,2025-07-10,1560.07,2025-07-13,1560.07,3,LATE
I00046412,C004612,6,2025-08-10,1560.07,2025-08-12,1560.07,2,LATE
I00046413,C004612,7,2025-09-10,1560.07,2025-09-12,1560.07,2,LATE
I00046414,C004612,8,2025-10-10,1560.07,2025-10-10,1560.07,0,PAID
I00046415,C004612,9,2025-11-10,1560.07,2025-11-12,1560.07,2,LATE
I00046416,C004612,10,2025-12-10,1560.07,2025-12-10,1560.07,0,PAID
I00046417,C004612,11,2026-01-10,1560.07,2026-01-11,1560.07,1,LATE
I00046418,C004612,12,2026-02-10,1560.07,2026-03-09,1560.07,27,LATE
I00046419,C004612,13,2026-03-10,1560.07,2026-03-11,1560.07,1,LATE
I00046420,C004612,14,2026-04-10,1560.07,2026-04-12,1560.07,2,LATE
I00046421,C004612,15,2026-05-10,1560.07,2026-05-13,1560.07,3,LATE
I00046422,C004612,16,2026-06-10,1560.07,2026-06-11,1560.07,1,LATE
I00046423,C004612,17,2026-07-10,1560.07,2026-07-10,1560.07,0,PAID
I00046424,C004612,18,2026-08-10,1560.07,2026-08-11,1560.07,1,LATE
I00046425,C004613,1,2026-01-10,698.55,2026-01-13,698.55,3,LATE
I00046426,C004613,2,2026-02-10,698.55,2026-02-10,698.55,0,PAID
I00046427,C004613,3,2026-03-10,698.55,2026-03-11,698.55,1,LATE
I00046428,C004613,4,2026-04-10,698.55,2026-04-10,698.55,0,PAID
I00046429,C004613,5,2026-05-10,698.55,2026-05-10,698.55,0,PAID
I00046430,C004613,6,2026-06-10,698.55,2026-06-12,698.55,2,LATE
I00046431,C004613,7,2026-07-10,698.55,2026-07-11,698.55,1,LATE
I00046432,C004613,8,2026-08-10,698.55,2026-08-10,698.55,0,PAID
I00046433,C004614,1,2026-02-10,563.11,2026-02-12,563.11,2,LATE
I00046434,C004614,2,2026-03-10,563.11,2026-03-13,563.11,3,LATE
I00046435,C004614,3,2026-04-10,563.11,2026-05-08,563.11,28,LATE
I00046436,C004614,4,2026-05-10,563.11,2026-05-12,563.11,2,LATE
I00046437,C004614,5,2026-06-10,563.11,2026-06-12,563.11,2,LATE
I00046438,C004614,6,2026-07-10,563.11,2026-07-10,563.11,0,PAID
I00046439,C004614,7,2026-08-10,563.11,2026-08-18,563.11,8,LATE
I00046440,C004615,1,2025-10-10,463.15,2025-10-13,463.15,3,LATE
I00046441,C004615,2,2025-11-10,463.15,2025-11-10,463.15,0,PAID
I00046442,C004615,3,2025-12-10,463.15,2025-12-11,463.15,1,LATE
I00046443,C004615,4,2026-01-10,463.15,2026-01-11,463.15,1,LATE
I00046444,C004615,5,2026-02-10,463.15,2026-03-08,463.15,26,LATE
I00046445,C004615,6,2026-03-10,463.15,2026-03-12,463.15,2,LATE
I00046446,C004615,7,2026-04-10,463.15,2026-04-10,463.15,0,PAID
I00046447,C004615,8,2026-05-10,463.15,2026-05-12,463.15,2,LATE
I00046448,C004615,9,2026-06-10,463.15,2026-06-10,463.15,0,PAID
I00046449,C004615,10,2026-07-10,463.15,2026-07-12,463.15,2,LATE
I00046450,C004615,11,2026-08-10,463.15,2026-08-10,463.15,0,PAID
I00046451,C004616,1,2025-04-10,145.83,2025-04-11,145.83,1,LATE
I00046452,C004616,2,2025-05-10,145.83,2025-05-11,145.83,1,LATE
I00046453,C004616,3,2025-06-10,145.83,2025-06-10,145.83,0,PAID
I00046454,C004616,4,2025-07-10,145.83,2025-07-11,145.83,1,LATE
I00046455,C004616,5,2025-08-10,145.83,2025-08-12,145.83,2,LATE
I00046456,C004616,6,2025-09-10,145.83,2025-09-10,145.83,0,PAID
I00046457,C004616,7,2025-10-10,145.83,2025-10-22,145.83,12,LATE
I00046458,C004616,8,2025-11-10,145.83,2025-11-12,145.83,2,LATE
I00046459,C004616,9,2025-12-10,145.83,2025-12-13,145.83,3,LATE
I00046460,C004616,10,2026-01-10,145.83,2026-01-11,145.83,1,LATE
I00046461,C004616,11,2026-02-10,145.83,2026-02-10,145.83,0,PAID
I00046462,C004616,12,2026-03-10,145.83,2026-03-11,145.83,1,LATE
I00046463,C004617,1,2026-05-10,338.7,2026-05-11,338.7,1,LATE
